ISIN,Company_Name,BSE_Scrip_Code,NSE_Symbol
INE008N01018,TIRTH PLASTIC LTD.     ,526675,
INE00ZH01011,GOVIND POY OXYGEN LTD. ,509586,
INE018S01016,RITA FINANCE AND LEASING LIMIT,543256,
INE01RN01014,STEEL STRIPS LTD.      ,504717,
INE027S01017,Tirupati Fin-Lease Ltd.,539488,
INE02BV01019,SHIKHAR LEASING & TRADING LTD.,507952,
INE043R01016,Jyot International Marketing L,542544,
INE072B01027,DATASOFT APPLICATION SOFTWARE ,526443,
INE074J01018,TRANSOCEANIC PROPERTIES LTD.  ,509003,
INE07LK01010,RIDHI SYNTHETICS LTD.  ,504365,
INE07MC01015,SATYAM SILK MILLS LTD. ,503893,
INE083O01019,HINDUSTAN HOUSING CO.LTD.     ,509650,
INE094R01019,SWASTIK SAFE DEPOSIT & INVESTM,501386,
INE095E01022,MATHER & PLATT FIRE SYSTEMS LT,532470,
INE098E01018,MIRCH TECHNOLOGIES (INDIA) LTD,505336,
INE113S01015,SUNRISE AGRO PRODUCTS LTD     ,205479,
INE122V01010,TERRAFORM MAGNUM LTD.  ,506162,
INE128G01018,Vardhan Capital & Finance Limi,542931,
INE130N01010,UNIJOLLY INVESTMENTS CO.LTD.  ,503671,
INE131O01024,SAGAR SOYA PRODUCTS LTD.      ,507663,
INE132V01019,VINAYAK VANIJYA LTD.   ,512517,
INE143F01019,ALIROX ABRASIVES LIMITED      ,202418,
INE150W01019,SREE MARUTHI MARINE IND L     ,200041,
INE157T01010,BUCKINGHAM INDUSTRIES LTD     ,205878,
INE160N01017,HEALTHY INVESTMENTS LTD.      ,503689,
INE171V01017,MAYURBHANJ TRD & AGEN LTD     ,202478,
INE174E01017,SUPRA INDUSTRIAL RES LTD      ,201059,
INE175Q01018,KUSAM ELECTRICAL INDUSTRIES LT,511048,
INE183F01015,MORNING GLORY LSNG FIN L      ,200091,
INE184S01016,Alstone Textiles (India) Ltd  ,539277,
INE187U01015,WESTERN MINISTIL LTD.  ,504998,
INE203Q01026,NOBLE POLYMERS LIMITED ,539200,
INE204V01016,GULMOHAR INVT & HOLD LTD      ,201326,
INE215Q01012,SUPER DOMESTIC MACHINES LTD.  ,531699,
INE232P01019,SIYARAM PODDAR FINANCE & TRADI,504362,
INE243P01016,BALGOPAL HOLDING & TRADERS LTD,504389,
INE249U01013,Sueryaa Knitwear Limited      ,540318,
INE255S01014,EFFICIENT INDUS FIN LTD,200251,
INE319T01016,MERCURY TRADE LINKS LTD.      ,512415,
INE320C01010,SFL International Limited     ,530867,
INE365L01016,SAUMYA CAPITAL LIMITED ,531160,
INE371U01015,SUNRISE INDUSTRIAL TRADERS LTD,501110,
INE392D01017,VIDARBHA IRON & STEEL CORPORAT,504991,
INE419C01010,REGENCY WORLD CONSUL. LTD     ,204568,
INE425H01016,ANSHUNI COMMERCIALS LTD.      ,512091,
INE429R01017,Shivkamal Impex Limited,539683,
INE442U01014,VARUN MERCANTILE LTD.  ,512511,
INE443P01020,Pervasive Commodities Limited ,517172,
INE461Y01016,INDIA RADIATORS LTD.   ,505100,
INE476T01014,SHREE KRISHNA JUTE PROD L     ,202412,
INE477E01014,CHAMPION COMMERCIAL CO L      ,202272,
INE481F01013,SHYAMAL HOLDINGS & TRADING LTD,505529,
INE495D01018,COROMANDEL AGRO PRODUCTS & OIL,507543,
INE499C01012,FRICK INDIA LIMITED    ,201926,
INE503F01014,VARDHAMAN LABORATORIES LTD.   ,524796,
INE530C01014,TEJ INFOWAYS LIMITED   ,538793,
INE552V01018,SHANTNU INVST (INDIA) LTD     ,202193,
INE553H01015,BAJAJ GLOBAL LTD.      ,512261,
INE562E01013,SOFTRAK VENTURE INVESTMENT LTD,531529,
INE582V01015,NILKANTH ENGINEERING LTD.     ,512004,
INE583O01018,OXEMBERG APPARELS LTD. ,503899,
INE603D01017,PH TRADING LTD. ,512026,
INE615W01011,PB Global Limited      ,506580,
INE634D01038,G-TECH INFO-TRAINING LTD.     ,532139,
INE644U01015,PEOPLES INVESTMENTS LTD.      ,501144,
INE647W01014,SHARPLINE BROADCAST LIMITED   ,543341,
INE649C01012,ROSE MERC.LTD.  ,512115,
INE664N01018,MAGNANIMOUS TRADE & FINANCE LT,512377,
INE664X01025,TTL ENTERPRISES LIMITED,514236,
INE684U01011,INDO GULF INDUSTRIES LTD.     ,506945,
INE700B01015,PROCAL ELECTRONICS INDIA LTD. ,526009,
INE713M01023,PARAB INFRA LIMITED    ,513359,
INE713N01013,G.D.TRADING & AGENCIES LTD.   ,504346,
INE726X01014,SPA Capital Services Limited  ,542376,
INE738D01011,MRUGESH TRADING LTD.   ,512065,
INE754D01018,SOBHAGYA MERCHANTILE LTD.     ,512014,
INE778N01016,LEENA CONSULTANCY LTD. ,509046,
INE786B01022,INFRAQUEST INTERNATIONAL LTD. ,531793,
INE808R01012,PARMESHWARI SILK MILLS LIMITED,540467,
INE808U01016,SHINEWELL LEASING LTD  ,202487,
INE808W01012,M LAKHAMSI INDUSTRIES LIMITED ,512153,
INE825M01017,ANTARIKSH INDUSTRIES LIMITED  ,501270,
INE829R01018,Chemiesynth (Vapi) Limited    ,539230,
INE836D01013,Real Growth Commercial Enterpr,539691,
INE869O01011,WINMORE SILK MILLS LTD.,512255,
INE872O01015,SANCHANA TRADING & FINANCE LTD,512125,
INE898O01010,PURITY FLEX PACK LTD.  ,523315,
INE923R01019,Raideep Industries Limited    ,540270,
INE940P01025,CITIZEN YARNS LTD.     ,514366,
INE948C01026,BUDGE BUDGE COMPANY LIMITED   ,538789,
INE955S01019,ARCO LEASING LTD.      ,511038,
INE965V01012,VIKSIT ENGINEERING LTD.,506196,
INE987E01012,JEET MACHINE TOOLS LTD.,513012,
INE994N01019,Abhijit Trading Co. Ltd.      ,539560,
INE995E01015,LASER DIAMONDS LTD.    ,531164,
NA,VISHVAKIRTI INVESTMENT LTD.   ,511014,
NA,HEM HOLDINGS & TRADING LTD.   ,505520,
NA,SPRINGFORM TECHNOLOGY LIMITED ,501479,
NA,SRIYANSH STEEL LTD.    ,513062,
NA,CROMAKEM LTD.   ,526181,
INE001V01016,NIDHAN COMM CO LTD     ,203204,
INE004B01012,SRIVEN MULTI-TECH LTD. ,531536,
INE004I01017,ABHISHEK CORPORATION LTD.     ,532831,ABHISHEK
INE009D01017,ADVANCE POWERINFRA TECH LIMITE,531047,
INE010M01016,GUJARAT MEDITECH LTD.  ,524754,
INE01CZ01010,NORTHERN PROJECTS LTD. ,508924,
INE01OU01016,ASIAN VEGPRO INDUSTRIES LTD.  ,530413,
INE01OY01018,ASIAN FERTILIZERS LTD. ,524695,
INE022M01029,JRI INDUSTRIES & INFRASTRUCTUR,506016,
INE022R01010,Bronze Trading Limited ,539873,
INE023F01013,SHARP COMMERCIAL ENT LTD      ,204702,
INE025D01013,HEERA ISPAT LTD.,526967,
INE028C01027,LINAKS MICROELECTRONICS LTD.  ,517463,
INE02C301011,SHAH CONSTRUCTION CO.LTD.     ,509870,
INE02Z901011,SHIVA SUITINGS LTD.    ,521003,
INE033E01015,MID EAST PORTFOLIO MANAGEMENT ,526251,
INE033F01012,SUBWAY FINANCE & INVESTMENT CO,511024,
INE036S01018,SUNRISE DISTILLERIES LTD      ,201236,
INE038E01014,BEE ELECTRONIC MACHINES LTD.  ,517203,
INE047H01018,SRI VAJRA GRANITES LTD.,515081,
INE048E01013,AYOKI MERCANTILE LTD.  ,512063,
INE052B01011,BEEYU OVERSEAS LTD.    ,532645,
INE057C01018,PENNAR ALUMINIUM CO.LTD.      ,513405,
INE059Q01014,Kalpa Commercial Limited      ,539014,
INE060D01010,NARMADA MACPLAST DRIP IRRIGATI,517431,
INE061Z01011,DEVOTED CONSTRUCTION LIMITED  ,542002,
INE066X01015,NEPTUNE EXPORTS LTD.   ,512522,
INE073I01012,ISHWARSHAKTI HOLDINGS & TRADER,506161,
INE074D01037,FAST TRACK ENTERTAINMENT LTD. ,532084,
INE075H01019,SARTHAK GLOBAL LTD.    ,530993,
INE07I701011,ALNA TRADING & EXPORTS LTD.   ,506120,
INE07LH01016,DEVINSU TRADING LTD.   ,512445,
INE082E01012,VICTORIA ENTERPRISES LTD.     ,506103,
INE091N01014,OLYMPIC MANAGEMENT & FINANCIAL,511632,
INE092P01017,KHATAU EXIM LTD.,506178,
INE092S01011,RITZ MERCANTILE LIMITED,203379,
INE0D6901011,ALANG MARINE LTD.      ,520133,
INE0HMN01013,ESQUIRE MONEY GUARANTEES LTD. ,512439,
INE100E01012,PRASHANT INDIA LTD.    ,519014,
INE100F01019,LYONS CORPORATE MARKET LTD.   ,531441,
INE101E01010,REGAL ENTERTAINMENT & CONSULTA,531033,
INE101L01031,SAFAL SECURITIES LTD   ,531448,
INE102C01020,RICHIRICH INVENTURES LIMITED  ,519230,
INE105R01013,Funny Software Limited ,539169,
INE107C01011,MADHUR CAPITAL & FINANCE LTD. ,511638,
INE108G01010,CUPID TRADES & FINANCE LTD.   ,512361,
INE108T01013,F MEC INTERNATIONAL FINANCIAL ,539552,
INE109E01013,TOTAL EXPORTS LTD.     ,523878,
INE110C01015,MADHUR INDUSTRIES LTD. ,519279,
INE114D01015,OXFORD INDUSTRIES LTD. ,514414,
INE115R01012,Pincon Lifestyle Limited      ,539007,
INE117B01012,CURA TECHNOLOGIES LTD. ,532332,CURATECH
INE122N01017,JUMBO FINANCE LTD.     ,511060,
INE123V01018,TERRAFORM REALSTATE LIMITED   ,512157,
INE128F01010,EMGEE CABLES & COMMUNICATIONS ,530333,
INE131D01019,G.K.CONSULTANTS LTD.   ,531758,
INE132E01015,DECCAN POLYPACKS LTD.  ,531989,
INE134R01013,ANAND PROJECTS LTD     ,501630,
INE145J01024,GUJARAT TOOLROOM LTD.  ,513337,
INE147D01015,INDO CREDIT CAPITAL LTD.      ,526887,
INE149C01013,INDITALIA REFCON LTD.  ,517526,
INE151O01014,RAJENDRA CATERERS & CONFECTION,526833,
INE161C01026,SOLID CARBIDE TOOLS LTD.      ,500394,
INE162S01012,UDDHAV PROPERTIES LIMITED     ,206001,
INE172B01017,IEC EDUCATION LTD.     ,531840,
INE174Q01011,WOMENS NEXT LOUNGERIES LTD    ,538128,
INE176R01014,Rajkot Investment Trust Limite,539495,
INE177E01010,SPV GLOBAL TRADING LIMITED    ,512221,
INE177M01013,INTEGRATED PROTEINS LTD.      ,519606,
INE182E01010,TMT (INDIA) LTD.,522171,
INE183U01014,PULSAR INTERNATIONAL LTD.     ,512591,
INE185D01015,SERVOTEACH INDUSTRIES LTD     ,531944,
INE186E01011,VIKALP SECURITIES LTD. ,531334,
INE188C01011,MEFCOM AGRO INDUSTRIES LTD.   ,511276,
INE189Q01019,OASIS TRADELINK LTD    ,538547,
INE190E01021,MATRA REALTY LTD.      ,512167,
INE191C01015,PRECISION CONTAINEURS LTD.    ,523874,
INE205G01014,STI PRODUCTS INDIA LTD.,517492,
INE206C01011,PRATIK PANELS LTD.     ,526490,
INE212Q01019,P. B. Films Limited    ,539352,
INE213P01027,TRANSGLOBE FOODS LTD.  ,519367,
INE214D01021,BISIL PLAST LIMITED    ,531671,
INE218B01018,MEGLON INFRA-REAL (INDIA) LTD.,511367,
INE218T01010,PARTH INDUSTRIES LIMITED      ,526349,
INE228B01017,BARON INFOTECH LTD.    ,532336,
INE228C01015,NACHMO KNITEX LTD.     ,514328,
INE237U01018,TEA TIME LTD.   ,512011,
INE241V01018,SHRI GANG INDUSTRIES AND ALLIE,523309,
INE246E01013,GOBIND SUGAR MILLS LTD ,206039,
INE254H01044,SVC RESOURCES LIMITED  ,512449,
INE260M01017,PAWANSUT HOLDINGS LTD. ,535658,
INE262V01014,CASTLE TRADERS LIMITED ,201644,
INE263R01010,Geetanjali Credit And Capital ,539486,
INE264N01017,HARMONY CAPITAL SERVICES LTD. ,530055,
INE267C01013,AMBITIOUS PLASTOMAC COMPANY LT,526439,
INE268D01019,KABIRDAS INVESTMENTS LTD      ,202946,
INE270D01015,REVATI ORGANICS LTD.   ,524504,
INE277E01026,MARDIA SAMYOUNG CAPILLARY TUBE,513544,
INE279D01016,EMA INDIA LTD.  ,522027,
INE281H01013,ADITYA FORGE LTD.      ,522150,
INE281P01016,Abhishek Infraventures Limited,539544,
INE288U01011,BE SWASTH HEALTHCARE LTD      ,203110,
INE293D01017,KIRAN SYNTEX LTD.      ,530443,
INE293E01023,PLANTER POLYSACKS LTD. ,523105,
INE307I01014,DHAVAL EXPORTS LIMITED ,201733,
INE310W01019,MOLIND ENGINEERING LTD ,203549,
INE314N01028,INDSOYA LTD.    ,503639,
INE315L01029,JAY ENERGY AND S.ENERGIES LTD.,526523,
INE316B01036,KOA TOOLS INDIA LTD.   ,517471,
INE319M01011,HIGH STREET FILATEX LTD.      ,531301,
INE319U01014,Containerway International Lim,540597,
INE321C01018,TRANS ASIA CORPORATION LTD.   ,530783,
INE322C01016,ENSA STEEL INDUSTRIES LTD.    ,512135,
INE330B01011,GLOBAL LAND MASTERS CORPORATIO,531479,
INE331E01013,TRIOCHEM PRODUCTS LTD. ,512101,
INE331F01010,SESHACHAL TECHNOLOGIES LTD.   ,531794,
INE337F01017,BLUECHIP STOCKSPIN LTD.,531713,
INE338P01014,MIVEN MACHINE TOOLS LTD.      ,522036,
INE343T01016,MORN MEDIA LIMITED     ,204520,
INE345S01013,Sang Froid Labs (India) Limite,539392,
INE348N01034,UNIMODE OVERSEAS LTD.  ,512595,
INE349T01013,TRIDENT INDIA LIMITED  ,203535,
INE353T01015,JOHN OAKEY & MOHAN LTD ,205930,
INE360M01015,NAISARGIK AGRITECH (INDIA) LTD,531365,
INE362S01018,SNS DIAGNOSTICS LIMITED,204924,
INE368C01019,MARUTI SECURITIES LTD. ,531319,
INE370Q01015,NEXUS SURGICAL AND MEDICARE LI,538874,
INE371F01016,Chandrima Mercantiles limited ,540829,
INE373C01019,QUANTUM DIGITAL VISION (INDIA),530281,
INE374J01020,WOODSVILLA LTD. ,526959,
INE379F01019,EMED.COM TECHNOLOGIES LTD     ,524588,
INE380D01012,MODELLA WOOLLENS LTD.  ,503772,
INE381C01020,VENUS UNIVERSAL LTD.   ,530769,
INE381N01019,SURYAKRIPA FINANCE LTD.,511185,
INE382B01012,TRIUMPH INTERNATIONAL FINANCE ,532131,
INE385D01011,SARDA PAPERS LTD.      ,516032,
INE393D01015,SCAN PROJECTS LTD.     ,531797,
INE394F01018,SATYA MINERS & TRANSPORTERS LT,537068,
INE395E01018,KEN FINANCIAL SERVICES LTD.   ,530547,
INE395F01023,STELLANT SECURITIES (INDIA) LT,526071,
INE396F01013,CES LIMITED     ,512341,
INE400B01020,Virgo Global Limited   ,532354,
INE401L01019,PATBACK BUSINESS LIMITED      ,204369,
INE407B01017,WARNER MULTIMEDIA LTD. ,511690,
INE414R01019,MACOR PACKAGING LIMITED,200864,
INE416X01012,WHITE HALL COMMERCIAL CO.LTD. ,512431,
INE421N01021,Artech Power & Trading Limited,517481,
INE422B01016,MIDVALLEY ENTERTAINMENT LTD.  ,533310,
INE425F01028,REGENCY TRUST LTD.     ,511585,
INE432D01011,JYOTI OVERSEAS LTD.    ,523876,
INE432F01024,Justride Enterprises Limited  ,531035,
INE432N01010,AARV Infratel Limited  ,526488,
INE436U01016,TWIN ROSES TRADES & AGENCIES L,512117,
INE437F01023,GANGOTRI IRON & STEEL COMPANY ,530945,
INE439N01023,BLUE PEARL TEXSPIN LIMITED    ,514440,
INE440B01018,DOT COM GLOBAL LTD.    ,530391,
INE442C01012,CHARMS INDUSTRIES LTD. ,531327,
INE443D01018,BGIL FILMS & TECHNOLOGIES LTD.,511664,
INE448F01012,Unipro Technologies Limited   ,540189,
INE455D01012,SHAH FOODS LTD. ,519031,
INE458T01012,D. D. VENTURES LIMITED ,201533,
INE459E01012,SOFTBPO GLOBAL SERVICES LTD.  ,504375,
INE461H01011,AVIVA INDUSTRIES LTD.  ,512109,
INE462C01010,GUJARAT CARBON & INDUSTRIES LT,506457,
INE463R01016,SHREYANS FIN AND CAP SER      ,203336,
INE464B01018,UNIVERSAL ARTS LTD.    ,532378,
INE464H01015,VIRGO POLYMERS (INDIA) LTD.   ,531282,
INE465E01019,WINMORE LEAS & HLDNG LTD      ,204742,
INE470M01020,NIMBUS INDUSTRIES LTD. ,530971,
INE474H01014,R.R.SECURITIES LTD.    ,530917,
INE475V01012,SHREENATH INVESTMENTS CO.LTD. ,503696,
INE487B01019,NATURA HUE CHEM LTD.   ,531834,
INE487G01018,GYAN DEVELOPERS & BUILDERS LTD,530141,
INE490D01019,BELAPUR INDUSTRIES LTD.,507050,
INE495M01019,SHERATON PROPERTIES & FINANCE ,512367,
INE496D01016,COSBOARD INDUSTRIES LTD.      ,530859,
INE496M01017,BENTLEY COMMERCIAL ENTERPRISES,512195,
INE497M01015,SPEEDAGE COMMERCIALS LTD.     ,512291,
INE498D01012,DECCAN BEARINGS LTD.   ,505703,
INE501L01024,Maitri Enterprises Limited    ,513430,
INE501O01036,EXCEL CASTRONICS LIMITED      ,526735,
INE505E01012,SUNITA BONDS & HOLDINGS L     ,205706,
INE506B01016,ALPHA HI-TECH FUEL LTD.,531247,
INE508W01018,ASUTOSH ENTERPRISES LTD.      ,512433,
INE510B01018,DEVKI LEASING & FINANCE LTD.  ,530765,
INE510L01017,FORTUNE INDUSTRIAL RES L      ,203279,
INE511J01027,KEDIA CONSTRUCTION CO.LTD.    ,508993,
INE512R01010,Aar Shyam India Investment Com,542377,
INE516D01011,KIRAN PRINT-PACK LTD.  ,531413,
INE517G01012,NOVAGOLD PETRO-RESOURCES LTD. ,531791,
INE523D01017,MASTER CHEMICALS LTD.  ,506867,
INE523W01017,BENGAL STEEL INDUSTRIES LTD.  ,512404,
INE526C01012,NIKKI GLOBAL FINANCE LTD.     ,531272,
INE527C01010,PASUPATI FINCAP LTD.   ,511734,
INE527R01018,Alora Trading Company Limited ,539693,
INE530F01017,SUPREME COMMERCIAL ENT LT     ,200391,
INE531D01010,LEAD FINANCIAL SERVICES LTD.  ,531288,
INE532U01012,SOUTHERN GAS LTD.      ,509910,
INE533B01028,SUPRA TRENDS LIMITED   ,511539,
INE535B01015,VAISHNAVI GOLD LIMITED ,590111,
INE535P01015,EURO ASIA EXPORTS LTD. ,530929,
INE536R01019,PREMIUM MERCHANTS LIMITED     ,206161,
INE538C01017,SAMTEL INDIA LTD.      ,500371,
INE539D01013,SKYPAK SERVICE SPECIALIST LTD.,523846,
INE541C01037,T.SPIRITUAL WORLD LTD. ,532444,
INE542D01017,SUPER SYNCOTEX (INDIA) LTD.   ,503297,
INE547D01016,TSL INDUSTRIES LTD.    ,531659,
INE552F01011,NIVI TRADING LTD.      ,512245,
INE555D01019,PREMIUM CAPITAL MARKET & INVES,511660,
INE555X01017,Nouritrans Exim Limited,540698,
INE557E01013,PRIYA INTERNATIONAL LTD,202271,
INE566M01017,INDIAN BRIGHT STEEL CO.LTD.   ,504731,
INE568B01016,INNOVATION SOFTWARE EXPORTS LT,517433,
INE577B01017,GENUS COMMU-TRADE LTD. ,531939,
INE587F01017,GUJARAT FOILS LTD.     ,531410,
INE588E01026,ARIS INTERNATIONAL LTD.,531677,
INE590F01029,ATLANTA DEVCON LIMITED ,526843,
INE593B01030,KHYATI MULTIMEDIA-ENTERTAINMEN,531692,
INE594R01018,Kuber Udyog Limited    ,539408,
INE598B01013,ZENITH COMPUTERS LTD.  ,517164,
INE598F01014,GOLD ROCK INVESTMENTS LTD.    ,501111,
INE600D01021,FIVE CORE EXIM LIMITED ,530885,
INE603E01023,FOCUS INDUSTRIAL RESOURCES LTD,534757,
INE611F01015,EDUEXEL INFOTAINMENT LIMITED  ,526483,
INE618F01010,SREE JAYALAKSHMI AUTOSPIN LTD.,530037,
INE625D01010,STANDARD CAPITAL MARKETS LTD. ,511700,
INE628F01019,INDERGIRI FINANCE LTD. ,531505,
INE628Y01010,ANDHRA PRADESH TANNERIES LTD. ,509367,
INE630M01011,MANGALAM ENG PROJECTS LTD     ,204627,
INE636N01016,ADITRI INDUSTRIES LIMITED     ,534707,
INE641B01011,SHIKHAR CONSULTANTS LTD.      ,526883,
INE644K01016,BMB MUSIC & MAGNETICS LTD.    ,531420,
INE647D01014,ARNAV CORPORATION LTD. ,531467,
INE648B01024,SMS TECHSOFT (INDIA) LIMITED  ,531838,
INE649G01013,DINA IRON & STEEL LTD. ,532003,
INE649L01013,EJECTA MARKETING LIMITED      ,538653,
INE654D01010,SANCHAY FINVEST LTD.   ,511563,
INE658E01027,BETALA GLOBAL SECURITIES LTD. ,531530,
INE659F01014,GUJARAT INJECT (KERALA) LTD.  ,524238,
INE661Q01017,Vani Commercials Limited      ,538918,
INE662D01013,WELTERMAN INTERNATIONAL LTD.  ,526431,
INE664B01021,CRAZY INFOTECH LTD.    ,524388,
INE668Y01016,STERLING GUARANTY & FINANCE LT,508963,
INE669R01018,ELITECON INTERNATIONAL LIMITED,539533,
INE670F01011,UNION BEARINGS (INDIA) LTD.   ,522271,
INE673B01014,GUJARAT CYPROMET LTD.  ,530467,
INE674C01010,ARCUTTIPORE TEA CO.LTD.,530261,
INE676G01024,CHITRADURGA SPINTEX LTD.      ,521244,
INE679N01016,RATNAMANI AGRO INDUSTRIES LTD ,507652,
INE680C01025,KENGOLD (INDIA) LTD.   ,519546,
INE680D01015,OMKAR OVERSEAS LTD.    ,531496,
INE685B01018,JAGSON AIRLINES LTD.   ,520139,
INE687W01010,KHANDELWAL EXTRACTION LTD.    ,519064,
INE691J01019,HIND COMMERCE LIMITED  ,538652,
INE698V01019,PARAG FANS & COOLING SYS      ,200933,
INE701D01035,RFL INTERNATIONAL LTD. ,531646,
INE701F01014,PARICHAY INVESTMENTS LTD.     ,505525,
INE706P01038,SAI BABA INVESTMENT AND COMMER,538557,
INE712V01018,FORTUNE FOODS LTD.     ,519187,
INE714C01022,SUNITEE CHEMICALS LTD. ,531945,
INE715F01014,ACE EDUTREND LTD.      ,530093,
INE716M01034,SWADESHI INDUSTRIES LEASING CO,506863,
INE717P01027,Solis Marketing Limited,538575,
INE719C01013,JECO EXP AND FIN LTD   ,205087,
INE720D01019,ANERI FINCAP LIMITED   ,531252,
INE721D01017,GSL SECURITIES LTD.    ,530469,
INE723K01018,ASHUTOSH PAPER MILLS LTD.     ,531568,
INE728J01019,UNIWORTH SECURITIES LTD.      ,512408,
INE732D01014,LYNX MACHINERY & COMMERCIALS L,505320,
INE735D01033,MAHAN INDUSTRIES LTD.  ,531515,
INE739B01039,FOURTH GENERATION INFORMATION ,532403,
INE741C01017,RAYMED LABS LTD.,531207,
INE745A01012,YASH TRADING & FINANCE LTD.   ,512345,
INE745C01018,TELEPHONE CABLES LTD.  ,517159,
INE747V01014,TIVOLI CONSTRUCTION LTD.      ,511096,
INE750G01019,PUNIT COMMERCIALS LTD. ,512099,
INE750L01019,Five X Tradecom Limited,536751,
INE758B01013,SPS INTERNATIONAL LTD. ,530177,
INE760D01015,UNIWORTH INTERNATIONAL LTD.   ,514282,
INE760M01016,ASHOKA REFINERIES LTD. ,526983,
INE761B01017,VAX HOUSING FINANCE CORPORATIO,531650,
INE763M01028,MERCURY METALS LTD.    ,531357,
INE765C01024,SHREEJAL INFO HUBS LTD.,506874,
INE767G01013,Crescent Leasing Limited      ,539131,
INE768B01012,NCC FINANCE LTD.,531452,
INE769B01010,GR CABLES LTD.  ,517564,
INE771Z01015,SAGAR SYSTECH LTD.     ,511254,
INE773R01026,RAKAN STEELS LIMITED   ,203213,
INE774B01028,Globus Corpooration Limited   ,531904,
INE776E01027,BIRLA CAPITAL & FINANCIAL SERV,512332,
INE776R01011,FRONTLINE FINANCIAL SERVICES L,531685,
INE776V01013,MANSOON TRADING CO.LTD.,512303,
INE777R01019,SNS PROPERTIES & LEAS LTD     ,201845,
INE780E01011,DHRUV ESTATES LTD.     ,507886,
INE786D01036,BAFFIN ENGINEERING PROJECTS LT,532161,
INE787A01022,GSL NOVA PETROCHEMICALS LIMITE,530605,
INE790R01012,DEVRUP TRADING LIMITED ,204456,
INE790U01016,ATLANTIC COMMERCIAL COM L     ,200882,
INE792P01012,Radhagobind Commercial Limited,539673,
INE793E01014,KILBURN OFFICE AUTOMATION LTD.,523218,
INE797C01019,SIDDHESWARI GARMENTS LTD.     ,526877,
INE798C01017,SILVER OAK COMMERCIAL LTD.    ,512197,
INE799S01011,UTTARANCHAL LEASING LTD,205892,
INE800E01017,N. K. TEXTILE INDUST LTD      ,203308,
INE800K01014,NEW MARKETS ADVISORY LTD.     ,508867,
INE803A01027,ATN INTERNATIONAL LTD. ,511427,ATNINTER
INE807M01023,INDOVATION TECHNOLOGIES LTD.  ,521005,
INE809D01010,MAPLLE INFRAPROJECTS LTD.     ,531200,
INE811Q01018,OSWAL LEASING LTD.     ,509099,
INE812P01018,Amsons Apparels Limited,538861,
INE818D01011,PROMACT IMPEX LIMITED  ,526494,
INE820B01011,MANGALYA SOFT-TECH LTD.,530243,
INE823E01035,Sapan Chemicals Limited,531781,
INE827D01020,Sri Chakra Cement Limited     ,518053,
INE830R01016,SKYWEB INFOTECH LIMITED,205232,
INE830S01014,Darjeeling Ropeway Company Lim,539770,
INE834E01016,Valley Magnesite Company Limit,539543,
INE838R01019,SHREE VIJAY INDUS LTD  ,204862,
INE841E01011,ABHINANDAN ENTER LTD   ,204327,
INE842E01019,BHAIRAV ENTERPRISES LTD,205485,
INE843E01017,RISHABH ENTERPRISES LTD.      ,204873,
INE844E01015,SHRI GURUDEV EN-TRADE LTD     ,201088,
INE844X01015,MIDEAST (INDIA) LTD.   ,500278,
INE847M01011,JATALIA GLOBAL VENTURES LIMITE,519319,
INE854P01028,CLASSIC GLOBAL FINANCE & CAPIT,538433,
INE856D01011,MADHUSUDAN SECURITIES LTD.    ,511000,
INE860P01025,ACHAL INVESTMENTS LTD  ,538570,
INE861E01019,SHYAMA INFOSYS LTD.    ,531219,
INE862K01014,VALLABH POLY-PLAST INTERNATION,530403,
INE863D01017,RANJIT SECURITIES LTD. ,531572,
INE875E01019,GARLON POLYFAB INDUSTRIES LTD.,514306,
INE875S01019,ADVANCE MULTITECH LTD. ,526331,
INE878D01015,GUJARAT PERSTORP ELECTRONICS L,526385,
INE880P01015,OSEASPRE CONSULTANTS LTD.     ,509782,
INE881P01013,TECHNOJET CONSULTANTS LTD.    ,509917,
INE882B01029,INTEGRATED TECHNOLOGIES LTD.  ,531889,
INE884D01039,TRIBHUVAN HOUSING LTD. ,531703,
INE886C01010,RATHI GRAPHIC TECHNOLOGIES LTD,524610,
INE887D01016,AASWA TRADING & EXPORTS LTD.  ,512038,
INE893C01032,KKRRAFTON Developers Limited  ,521238,
INE896B01011,BOBSHELL ELECTRODES LTD.      ,526925,
INE896J01014,SANMITRA COMMERCIAL LTD.      ,512062,
INE898E01011,SAVANT INFOCOMM LTD.   ,517320,
INE899E01019,SURBHI INDUSTRIES LTD. ,514260,
INE899M01012,COVIDH   ,534920,
INE899O01018,EDYNAMICS SOLUTIONS LTD.      ,535694,
INE901E01021,THE PATNA ELEC SUP CO LTD     ,205175,
INE910D01024,WHITE LION ASIA LTD.   ,511246,
INE913A01024,SILICON VALLEY INFOTECH LTD.  ,531738,
INE914Q01010,Layla Textile And Traders Limi,539125,
INE919M01018,DUGAR HOUSING DEVELOPMENTS LTD,511634,
INE924T01013,MAHASHREE TRADING LTD. ,512337,
INE927X01018,ELCID INVESTMENTS LTD. ,503681,
INE932M01011,GANESH HOLDINGS LTD.   ,504397,
INE945T01018,KONARK COMMERCIAL LTD  ,205398,
INE946T01016,METRO COMMERCIAL CO. LTD      ,200648,
INE947R01018,ASSOCIATED FINMAN LIMITED     ,200212,
INE948R01016,NEWAGE MARKETING LIMITED      ,204825,
INE950B01016,WATSON SOFTWARE LTD.   ,516090,
